prompt,opposite_sent,completion
Research is a type of learning. Research isn't a type of <extra_id_0>,Research is a type of <extra_id_0>,['learning']
A harp is for melody. A harp isn't for <extra_id_0>,A harp is for <extra_id_0>,"['melody', 'music', 'angels', 'relaxation', 'tuning', 'playing']"
Resting is for  regrouping. Resting isn't for <extra_id_0>,Resting is for  <extra_id_0>,"['regrouping', 'dreams', 'sleeping', 'peace', 'dreaming', 'relaxation', 'thinking', 'recuperating', 'refreshment', 'relaxing', 'rejuvenation', 'stopping', 'rejuvination']"
A bed is for hold. A bed isn't for <extra_id_0>,A bed is for <extra_id_0>,"['hold', 'convalesing', 'napping', 'reading', 'sleep', 'sex', 'resting']"
"Corn, grain, and maise are for growing. Corn, grain, and maise aren't for <extra_id_0>","Corn, grain, and maise are for <extra_id_0>","['growing', 'eating', 'nutrition', 'planting', 'baking']"
A saloon is for socialising. A saloon isn't for <extra_id_0>,A saloon is for <extra_id_0>,"['socialising', 'drink', 'cowboys', 'drinking', 'beer', 'socializing', 'fighting']"
A cigaratte is for smoking. A cigaratte isn't for <extra_id_0>,A cigaratte is for <extra_id_0>,['smoking']
A pub is for drinking. A pub isn't for <extra_id_0>,A pub is for <extra_id_0>,"['drinking', 'socialising', 'socializing', 'celebrating']"
A sign is for display. A sign isn't for <extra_id_0>,A sign is for <extra_id_0>,"['display', 'identification', 'orientation', 'advertisments', 'direction', 'advertising', 'directions']"
A basket is for kittens. A basket isn't for <extra_id_0>,A basket is for <extra_id_0>,"['kittens', 'buying', 'hold', 'include', 'yarn', 'selling']"
A horse is for companionship. A horse isn't for <extra_id_0>,A horse is for <extra_id_0>,"['companionship', 'ride', 'breeding', 'horsemeat', 'riding']"
A billboard is for communication. A billboard isn't for <extra_id_0>,A billboard is for <extra_id_0>,"['communication', 'advertisement', 'advertisment']"
A chest is for belongings. A chest isn't for <extra_id_0>,A chest is for <extra_id_0>,"['belongings', 'storage', 'play']"
Bathing is for pleasure. Bathing isn't for <extra_id_0>,Bathing is for <extra_id_0>,"['pleasure', 'relaxing', 'cleanliness', 'relaxation', 'cleansing', 'Washing']"
A puzzle is for solving. A puzzle isn't for <extra_id_0>,A puzzle is for <extra_id_0>,"['solving', 'entertainment', 'distraction', 'play', 'entertaintment', 'learning', 'enjoying']"
Jogging is for yuppies. Jogging isn't for <extra_id_0>,Jogging is for <extra_id_0>,"['yuppies', 'entertainment', 'exercising', 'exersize', 'vanity', 'exercise', 'toning', 'health']"
A parkway is for driving. A parkway isn't for <extra_id_0>,A parkway is for <extra_id_0>,"['driving', 'trasnportation', 'access']"
Sand is for beaches. Sand isn't for <extra_id_0>,Sand is for <extra_id_0>,"['beaches', 'sandboxes', 'hourglasses', 'sandblasting', 'sandcastles']"
A canal is for travel. A canal isn't for <extra_id_0>,A canal is for <extra_id_0>,"['travel', 'holidays', 'irrigation', 'division']"
A bullet is for wounding. A bullet isn't for <extra_id_0>,A bullet is for <extra_id_0>,"['wounding', 'murdering', 'killing', 'murder', 'shooting', 'hunting', 'shoot']"
A dollar is for spending. A dollar isn't for <extra_id_0>,A dollar is for <extra_id_0>,"['spending', 'saving', 'shopping']"
A tree is for oxygen. A tree isn't for <extra_id_0>,A tree is for <extra_id_0>,"['oxygen', 'nuts', 'beauty', 'decoration', 'wood', 'refuge', 'climbing', 'fruit', 'aesthetics', 'climb', 'shade']"
A kitchen is for cooking. A kitchen isn't for <extra_id_0>,A kitchen is for <extra_id_0>,"['cooking', 'cook', 'appliances']"
A razor is for shaving. A razor isn't for <extra_id_0>,A razor is for <extra_id_0>,"['shaving', 'cut', 'cutting', 'slicing', 'sucide', 'carving', 'shave']"
A soprano is for description. A soprano isn't for <extra_id_0>,A soprano is for <extra_id_0>,"['description', 'jazz', 'harmony', 'song']"
A lion is for a hunting. A lion isn't for a <extra_id_0>,A lion is for a <extra_id_0>,"['hunting', 'entertain']"
A lobby is for talk. A lobby isn't for <extra_id_0>,A lobby is for <extra_id_0>,"['talk', 'entry', 'elevators', 'rest', 'loiter', 'sit']"
A pew is for prey. A pew isn't for <extra_id_0>,A pew is for <extra_id_0>,"['prey', 'praying', 'kneeling']"
A sword is for kill. A sword isn't for <extra_id_0>,A sword is for <extra_id_0>,"['kill', 'stabbing', 'killing', 'wounding', 'intimidating', 'maiming', 'cutting', 'fencing', 'ceremony', 'sticking']"
A sky is for dream. A sky isn't for <extra_id_0>,A sky is for <extra_id_0>,"['dream', 'rain', 'fly', 'breathing', 'raining', 'falling', 'admire', 'clouds', 'breath', 'birds', 'daydreaming', 'stars']"
A projectile is for throwing. A projectile isn't for <extra_id_0>,A projectile is for <extra_id_0>,"['throwing', 'injuring', 'killing', 'catching', 'games', 'shooting', 'hit', 'propelling', 'strike', 'ejecting', 'shoot', 'hurling', 'launching']"
An illness is for sinning. An illness isn't for <extra_id_0>,An illness is for <extra_id_0>,"['sinning', 'rest']"
A toothpick is for chewing. A toothpick isn't for <extra_id_0>,A toothpick is for <extra_id_0>,['chewing']
A silicone is for lubricants. A silicone isn't for <extra_id_0>,A silicone is for <extra_id_0>,"['lubricants', 'entertainment', 'bonding', 'adhering', 'permanence', 'varnishes', 'glue']"
Armor is a type of knights protection. Armor isn't a type of knights <extra_id_0>,Armor is a type of knights <extra_id_0>,['protection']
A teaspoon is for eating. A teaspoon isn't for <extra_id_0>,A teaspoon is for <extra_id_0>,"['eating', 'measuring', 'stiring']"
Carpeting is for floors. Carpeting isn't for <extra_id_0>,Carpeting is for <extra_id_0>,"['floors', 'decoration', 'warmth', 'comfort', 'utility', 'insulation']"
A divider is for clear sorting. A divider isn't for clear <extra_id_0>,A divider is for clear <extra_id_0>,"['sorting', 'divide', 'seperation']"
Ink is for printing. Ink isn't for <extra_id_0>,Ink is for <extra_id_0>,"['printing', 'dyeing', 'drawing', 'tatooing', 'coloring', 'marking']"
A card is for identification. A card isn't for <extra_id_0>,A card is for <extra_id_0>,"['identification', 'christmas', 'games', 'flicking', 'studying', 'credit', 'business', 'introducing']"
A den is for working. A den isn't for <extra_id_0>,A den is for <extra_id_0>,"['working', 'hybernation', 'relax', 'animals', 'studying', 'hibernating', 'reading', 'resting']"
A sound is for alerting. A sound isn't for <extra_id_0>,A sound is for <extra_id_0>,"['alerting', 'listening', 'communicating', 'communicate']"
Wheat is for harvesting. Wheat isn't for <extra_id_0>,Wheat is for <extra_id_0>,"['harvesting', 'food', 'flour', 'eating', 'cake']"
Wine is for Drinking. Wine isn't for <extra_id_0>,Wine is for <extra_id_0>,"['Drinking', 'drinkin', 'relaxing', 'Storing', 'drink', 'Selling']"
Surfing is for sport. Surfing isn't for <extra_id_0>,Surfing is for <extra_id_0>,"['sport', 'thrills', 'entertainment', 'activity', 'pleasure', 'kids', 'enjoyment', 'surfers', 'challenge', 'exercise', 'fun', 'adventure', 'surfists']"
A science is for chemistry. A science isn't for <extra_id_0>,A science is for <extra_id_0>,"['chemistry', 'mathmatics', 'research', 'astronomy', 'discovery', 'geology']"
An army is for wars. An army isn't for <extra_id_0>,An army is for <extra_id_0>,"['wars', 'defense', 'protection']"
A cam is for climbing. A cam isn't for <extra_id_0>,A cam is for <extra_id_0>,['climbing']
Salt is for season. Salt isn't for <extra_id_0>,Salt is for <extra_id_0>,"['season', 'seasoning', 'survival', 'food']"
Literature is for  a read. Literature isn't for a <extra_id_0>,Literature is for  a <extra_id_0>,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
A stream is for rafting. A stream isn't for <extra_id_0>,A stream is for <extra_id_0>,"['rafting', 'bathing', 'swimming', 'swim']"
A crossroads is for turning. A crossroads isn't for <extra_id_0>,A crossroads is for <extra_id_0>,['turning']
A classroom is for congregating. A classroom isn't for <extra_id_0>,A classroom is for <extra_id_0>,"['congregating', 'listening', 'Learning', 'teach', 'experimenting', 'education', 'participating', 'studying', 'teaching', 'classes']"
A brook is for fishing. A brook isn't for <extra_id_0>,A brook is for <extra_id_0>,"['fishing', 'life', 'babbling', 'scenary', 'fish']"
Xanax is for fun. Xanax isn't for <extra_id_0>,Xanax is for <extra_id_0>,"['fun', 'Anxiety']"
An intersection is where two or more roads meet. An intersection isn't where two or more roads <extra_id_0>,An intersection is where two or more roads <extra_id_0>,['meet']
A weapon is for self-defense. A weapon isn't for <extra_id_0>,A weapon is for <extra_id_0>,"['self-defense', 'defence', 'aggression', 'violence', 'self-defence', 'hunting', 'competition', 'punishment', 'destruction', 'protection']"
Tickling is for a laughs. Tickling isn't for a <extra_id_0>,Tickling is for a <extra_id_0>,"['laughs', 'elmo', 'fun', 'flirting', 'humor', 'play']"
Head has hats. Head doesn't have <extra_id_0>,Head has <extra_id_0>,"['hats', 'head-butting', 'thinking', 'beginning', 'think']"
The Moon is for exploration. The Moon isn't for <extra_id_0>,The Moon is for <extra_id_0>,"['exploration', 'romance', 'eclipsing', 'tides', 'observation', 'mystery']"
A container is for washing. A container isn't for <extra_id_0>,A container is for <extra_id_0>,"['washing', 'organization', 'containing']"
Diving is for working. Diving isn't for <extra_id_0>,Diving is for <extra_id_0>,"['working', 'exploration', 'pearls', 'pleasure', 'cover', 'relaxation', 'divers', 'exercise', 'fun', 'investigating', 'recreation', 'competition']"
Skating is for entertainment. Skating isn't for <extra_id_0>,Skating is for <extra_id_0>,"['entertainment', 'pleasure', 'relaxation', 'enjoyment', 'hockey', 'exercise', 'fun']"
Cash is for hoarding. Cash isn't for <extra_id_0>,Cash is for <extra_id_0>,"['hoarding', 'flaunting', 'impress', 'shopping']"
Fencing is for entertainment. Fencing isn't for <extra_id_0>,Fencing is for <extra_id_0>,"['entertainment', 'defense', 'competiton', 'exercise', 'fun', 'competition']"
Council is a decide. Council isn't a <extra_id_0>,Council is a <extra_id_0>,"['decide', 'judgement', 'talking']"
An election is for choosing. An election isn't for <extra_id_0>,An election is for <extra_id_0>,['choosing']
Candles are for atmosphere. Candles aren't for <extra_id_0>,Candles are for <extra_id_0>,['atmosphere']
A boat is for recreation. A boat isn't for <extra_id_0>,A boat is for <extra_id_0>,"['recreation', 'fishing', 'capsize', 'skiing', 'traveling', 'travel', 'watersports', 'sailing', 'travelling', 'floating', 'rowing', 'transport', 'launching', 'fishermen']"
An ear is for earing. An ear isn't for <extra_id_0>,An ear is for <extra_id_0>,"['earing', 'hearning', 'adornment']"
An egg is for throwing. An egg isn't for <extra_id_0>,An egg is for <extra_id_0>,"['throwing', 'food', 'nurturing', 'scrambling', 'breed', 'cooking']"
A sidewalk is for surfing. A sidewalk isn't for <extra_id_0>,A sidewalk is for <extra_id_0>,"['surfing', 'pedestrians', 'rollerblade']"
A snare drum is for drum. A snare drum isn't for <extra_id_0>,A snare drum is for <extra_id_0>,"['drum', 'music', 'beat', 'banging', 'rhythm', 'hitting']"
A firebomb is for destuction. A firebomb isn't for <extra_id_0>,A firebomb is for <extra_id_0>,['destuction']
A garden is for a relaxation. A garden isn't for a <extra_id_0>,A garden is for a <extra_id_0>,"['relaxation', 'decoration', 'relax']"
A kite is for fun. A kite isn't for <extra_id_0>,A kite is for <extra_id_0>,"['fun', 'entertainment', 'Playing', 'flying']"
A bus is a form of mass transportation. A bus isn't a form of mass <extra_id_0>,A bus is a form of mass <extra_id_0>,"['transportation', 'trip', 'transporation', 'traveling', 'travel', 'transport']"
A border is for seperation. A border isn't for <extra_id_0>,A border is for <extra_id_0>,"['seperation', 'accent']"
A feather is for decoration. A feather isn't for <extra_id_0>,A feather is for <extra_id_0>,"['decoration', 'flight']"
Clock is a kind of wall clock. Clock isn't a kind of wall <extra_id_0>,Clock is a kind of wall <extra_id_0>,"['clock', 'decoration', 'people']"
A bookshelf is for bookends. A bookshelf isn't for <extra_id_0>,A bookshelf is for <extra_id_0>,"['bookends', 'books', 'photographs', 'mementos', 'plants']"
Swimming is for Fun. Swimming isn't for <extra_id_0>,Swimming is for <extra_id_0>,"['Fun', 'pleasure', 'enjoyment', 'exersize', 'relaxation', 'fish', 'exercise', 'competition', 'recreation']"
Smoke and soot are both gray or black in color. Smoke and soot aren't both gray or black in <extra_id_0>,Smoke and soot are both gray or black in <extra_id_0>,['color']
A wings is for furling. A wings isn't for <extra_id_0>,A wings is for <extra_id_0>,"['furling', 'glide', 'soaring', 'fly', 'flapping', 'flying', 'eating']"
A storm is for rain. A storm isn't for <extra_id_0>,A storm is for <extra_id_0>,"['rain', 'raining', 'flooding', 'thundering']"
A minister is for the guidance. A minister isn't for the <extra_id_0>,A minister is for the <extra_id_0>,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
An earring is for vanity. An earring isn't for <extra_id_0>,An earring is for <extra_id_0>,"['vanity', 'decoration', 'adornment']"
A diamond is for a ever. A diamond isn't for a <extra_id_0>,A diamond is for a <extra_id_0>,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
A trumpet is for fanfare. A trumpet isn't for <extra_id_0>,A trumpet is for <extra_id_0>,['fanfare']
Cotton is for threading. Cotton isn't for <extra_id_0>,Cotton is for <extra_id_0>,"['threading', 'thread', 'clothing', 'cotton-balls', 'sewing', 'bedding', 'Q-tips']"
A person travels to a spa to relax. A person doesn't travel to a spa to <extra_id_0>,A person travels to a spa to <extra_id_0>,"['relax', 'recreating', 'relaxing']"
Hiking is for excercize. Hiking isn't for <extra_id_0>,Hiking is for <extra_id_0>,"['excercize', 'campers', 'exercise', 'fun', 'adventure', 'health']"
A highway is for cars. A highway isn't for <extra_id_0>,A highway is for <extra_id_0>,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
Coil is a type of circle hose. Coil isn't a type of circle <extra_id_0>,Coil is a type of circle <extra_id_0>,"['hose', 'hair', 'rope', 'snakes', 'wire']"
A scale is for measure. A scale isn't for <extra_id_0>,A scale is for <extra_id_0>,"['measure', 'balancing', 'weighing', 'ranking', 'fish']"
A minister is for guidance. A minister isn't for <extra_id_0>,A minister is for <extra_id_0>,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
A diamond is for ever. A diamond isn't for <extra_id_0>,A diamond is for <extra_id_0>,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
A bay is for watching. A bay isn't for <extra_id_0>,A bay is for <extra_id_0>,"['watching', 'fishing', 'boating', 'swimming', 'sailing', 'polluting']"
Lips is for licking. Lips isn't for <extra_id_0>,Lips is for <extra_id_0>,"['licking', 'speaking', 'Tasting', 'speak', 'flapping', 'communicate', 'Smoking']"
A church is for learn. A church isn't for <extra_id_0>,A church is for <extra_id_0>,"['learn', 'praying', 'serve', 'christenings', 'worship', 'weddings', 'funerals', 'preaching', 'sing', 'practice', 'prayer']"
A terrace is for farming. A terrace isn't for <extra_id_0>,A terrace is for <extra_id_0>,"['farming', 'barbeque', 'decoration']"
A stylus is for palms. A stylus isn't for <extra_id_0>,A stylus is for <extra_id_0>,"['palms', 'drawing', 'pointing', 'embossing', 'PDA']"
Wrestling is for sport. Wrestling isn't for <extra_id_0>,Wrestling is for <extra_id_0>,"['sport', 'entertainment', 'pleasure', 'enjoyment', 'amusment', 'sumo', 'children', 'exercise', 'fun', 'play']"
Deoderant is for wearing. Deoderant isn't for <extra_id_0>,Deoderant is for <extra_id_0>,['wearing']
Smoking Marijuana is for pleasure. Smoking Marijuana isn't for <extra_id_0>,Smoking Marijuana is for <extra_id_0>,"['pleasure', 'fun', 'entertainment']"
