prompt,opposite_sent,completion
 A minister is for the guidance. A minister isn't for the , A minister is for the ,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
 An earring is for vanity. An earring isn't for , An earring is for ,"['vanity', 'decoration', 'adornment']"
 A diamond is for a ever. A diamond isn't for a , A diamond is for a ,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 A trumpet is for fanfare. A trumpet isn't for , A trumpet is for ,['fanfare']
 Cotton is for threading. Cotton isn't for , Cotton is for ,"['threading', 'thread', 'clothing', 'cotton-balls', 'sewing', 'bedding', 'Q-tips']"
 A person travels to a spa to relax. A person doesn't travel to a spa to , A person travels to a spa to ,"['relax', 'recreating', 'relaxing']"
 Hiking is for excercize. Hiking isn't for , Hiking is for ,"['excercize', 'campers', 'exercise', 'fun', 'adventure', 'health']"
 A highway is for cars. A highway isn't for , A highway is for ,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
 Coil is a type of circle hose. Coil isn't a type of circle , Coil is a type of circle ,"['hose', 'hair', 'rope', 'snakes', 'wire']"
 A scale is for measure. A scale isn't for , A scale is for ,"['measure', 'balancing', 'weighing', 'ranking', 'fish']"
 A minister is for guidance. A minister isn't for , A minister is for ,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
 A diamond is for ever. A diamond isn't for , A diamond is for ,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 A bay is for watching. A bay isn't for , A bay is for ,"['watching', 'fishing', 'boating', 'swimming', 'sailing', 'polluting']"
 Lips is for licking. Lips isn't for , Lips is for ,"['licking', 'speaking', 'Tasting', 'speak', 'flapping', 'communicate', 'Smoking']"
 A church is for learn. A church isn't for , A church is for ,"['learn', 'praying', 'serve', 'christenings', 'worship', 'weddings', 'funerals', 'preaching', 'sing', 'practice', 'prayer']"
 A terrace is for farming. A terrace isn't for , A terrace is for ,"['farming', 'barbeque', 'decoration']"
 A stylus is for palms. A stylus isn't for , A stylus is for ,"['palms', 'drawing', 'pointing', 'embossing', 'PDA']"
 Wrestling is for sport. Wrestling isn't for , Wrestling is for ,"['sport', 'entertainment', 'pleasure', 'enjoyment', 'amusment', 'sumo', 'children', 'exercise', 'fun', 'play']"
 Deoderant is for wearing. Deoderant isn't for , Deoderant is for ,['wearing']
 Smoking Marijuana is for pleasure. Smoking Marijuana isn't for , Smoking Marijuana is for ,"['pleasure', 'fun', 'entertainment']"
 A mast is for sail. A mast isn't for , A mast is for ,"['sail', 'transmitting', 'climbing', 'sailing', 'yatchs']"
 Captain is a type of leadership. Captain isn't a type of , Captain is a type of ,"['leadership', 'sailing']"
 A soundstage is for performing. A soundstage isn't for , A soundstage is for ,"['performing', 'actors', 'recording', 'directors', 'cameramen']"
 A house is for decorating. A house isn't for , A house is for ,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
 A john is for urinating. A john isn't for , A john is for ,"['urinating', 'flushing', 'shitting', 'defecating', 'pee', 'pissing']"
 Sponge is a type of cleaning. Sponge isn't a type of , Sponge is a type of ,['cleaning']
 Breathing is for oxygen. Breathing isn't for , Breathing is for ,"['oxygen', 'life', 'survival', 'respiration', 'living', 'meditating', 'surviving']"
 A song is for sing. A song isn't for , A song is for ,"['sing', 'entertainment', 'entertain', 'romance']"
 Communicating is for talking. Communicating isn't for , Communicating is for ,"['talking', 'negotiation', 'education', 'conversation', 'Socialising', 'writing', 'understanding']"
 A council is for decide. A council isn't for , A council is for ,"['decide', 'judgement', 'talking']"
 A motherboard is for electronics. A motherboard isn't for , A motherboard is for ,"['electronics', 'computers']"
 Cloud has sleet. Cloud doesn't have , Cloud has ,"['sleet', 'thunder', 'rain', 'oscure', 'snow', 'weather', 'hail', 'dreaming', 'shade']"
 A bean is for grow. A bean isn't for , A bean is for ,"['grow', 'growing', 'cooking', 'eating', 'nutrition', 'planting']"
 Living is for loving. Living isn't for , Living is for ,"['loving', 'enjoyment', 'existing', 'eating', 'enjoying']"
 A bicycle is for transportation. A bicycle isn't for , A bicycle is for ,"['transportation', 'welding', 'rush', 'entertainment', 'ride', 'excersize', 'riding', 'traveling', 'Racing', 'dismantling']"
 A needle is for stitching. A needle isn't for , A needle is for ,"['stitching', 'repair', 'sewing', 'sew', 'injections', 'embroider', 'embroidery']"
 Finger is counting. Finger isn't , Finger is ,"['counting', 'typing', 'tickle', 'pointing', 'point', 'smear', 'warn']"
 Situation: He wore his sweatpants around the house for decorating. Situation: He didn't wear his sweatpants around the house for , Situation: He wore his sweatpants around the house for ,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
 Smoking is for habit. Smoking isn't for , Smoking is for ,"['habit', 'losers', 'ham', 'conversation', 'relaxation', 'contaminate', 'relaxing', 'chimneys']"
 Contemplating is for cognition. Contemplating isn't for , Contemplating is for ,"['cognition', 'introspection', 'analysis', 'thinking', 'reflecting']"
 A backyard is for playing. A backyard isn't for , A backyard is for ,['playing']
 A national interstate highway is for easy cars. A national interstate highway isn't for easy , A national interstate highway is for easy ,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
 A wheel is for steering. A wheel isn't for , A wheel is for ,"['steering', 'tires', 'machinery', 'turning', 'turn', 'rolling']"
 A banjo is for holding. A banjo isn't for , A banjo is for ,"['holding', 'music', 'tuning', 'playing', 'strumming', 'selling']"
 Gold is for jewellry. Gold isn't for , Gold is for ,"['jewellry', 'jewelry', 'decoration', 'CPU']"
 Ecology is for environmentalists.. Ecology isn't for , Ecology is for ,['environmentalists.']
 A fiddle is for bowing. A fiddle isn't for , A fiddle is for ,"['bowing', 'entertaining', 'plucking', 'dances']"
 An animal is for petting. An animal isn't for , An animal is for ,"['petting', 'companionship', 'food', 'race', 'fur', 'beastiality']"
 A harmonica is for entertainment. A harmonica isn't for , A harmonica is for ,"['entertainment', 'relaxation', 'celebrate', 'humming', 'humor']"
 A towel is for wiping. A towel isn't for , A towel is for ,"['wiping', 'modesty', 'cleaning']"
 A witch is for burning. A witch isn't for , A witch is for ,['burning']
 Auditorium is about the same size as and lectures. Auditorium isn't about the same size as and , Auditorium is about the same size as and ,"['lectures', 'performing', 'sing', 'performances']"
 A linen is for material. A linen isn't for , A linen is for ,"['material', 'wearing', 'drying', 'washing', 'comfort']"
 A skyscraper is for residences. A skyscraper isn't for , A skyscraper is for ,"['residences', 'cities', 'elevators', 'shops']"
 Home is person relax. Home isn't person , Home is person ,"['relax', 'shelter', 'sleep', 'living', 'dwelling']"
 Refuse is for recycling. Refuse isn't for , Refuse is for ,"['recycling', 'speak', 'landfills', 'burning']"
 Game is a type of computer working. Game isn't a type of computer , Game is a type of computer ,"['working', 'communication', 'entertainment', 'cybernate', '...play', 'computing', 'compute', 'process', 'solving', 'automation', 'calculations', 'calculating', 'calculate', 'arithmetic', 'work', 'writing', 'homework', '...learn']"
 A stranger is for greeting. A stranger isn't for , A stranger is for ,"['greeting', 'avoiding', 'fear', 'meeting']"
 A hammer is for hammer. A hammer isn't for , A hammer is for ,"['hammer', 'pound', 'strike', '...hit', 'Building', 'smiting']"
 An island is for Gilligan. An island isn't for , An island is for ,"['Gilligan', 'relax', 'isolation', 'vacations', 'swin', 'inhabit', 'swim', 'vacation', 'fish', 'hide', 'recreation']"
 Intestine is for digestion. Intestine isn't for , Intestine is for ,['digestion']
 A cheque is for pay. A cheque isn't for , A cheque is for ,"['pay', 'repayment', 'shopping', 'bills']"
 A bill is for notification. A bill isn't for , A bill is for ,"['notification', 'communicating']"
 Shopping is for fun. Shopping isn't for , Shopping is for ,"['fun', 'economics']"
 Meat is for meals. Meat isn't for , Meat is for ,"['meals', 'food', 'clothing', 'marinating', 'buying', 'nourishment', 'fuel', 'protein', 'eat', 'butchering', 'sale', 'eating']"
 Resting is for regrouping. Resting isn't for , Resting is for ,"['regrouping', 'dreams', 'sleeping', 'peace', 'dreaming', 'relaxation', 'thinking', 'recuperating', 'refreshment', 'relaxing', 'rejuvenation', 'stopping', 'rejuvination']"
 Sex is for pleasure. Sex isn't for , Sex is for ,"['pleasure', 'procreation', 'recreation', 'procresation']"
 A box is for packing. A box isn't for , A box is for ,"['packing', 'storage', 'hold', 'packaging', 'pretending', 'accommodate', 'stacking', 'presents', 'seat']"
 A hair clip is for brushing. A hair clip isn't for , A hair clip is for ,"['brushing', 'fur', 'cutting', 'wigs', 'shampooing', 'decoration', 'warmth', 'washing', 'braiding', 'combing']"
 Pit is a type of animal trap. Pit isn't a type of animal , Pit is a type of animal ,"['trap', 'fighting']"
 A role is for a playing. A role isn't for a , A role is for a ,"['playing', 'act']"
 Twitter is for communication. Twitter isn't for , Twitter is for ,['communication']
 A fax is for communicating. A fax isn't for , A fax is for ,['communicating']
 A penny is for paying. A penny isn't for , A penny is for ,"['paying', 'luck', 'saving', 'collecting', 'spending']"
 A ticket is for Speeding. A ticket isn't for , A ticket is for ,"['Speeding', 'enterance', 'documentation', 'inventory']"
 A vessel is for shipping. A vessel isn't for , A vessel is for ,"['shipping', 'navigate', 'moving', 'float', 'piloting']"
 A university is for learn. A university isn't for , A university is for ,"['learn', 'study', 'degree', 'research', 'cooperation', 'teaching', 'learning']"
 A foot is for jogging. A foot isn't for , A foot is for ,"['jogging', 'measuring', 'walking', 'running', 'standing', 'kicking', 'dancing', 'wlaking', 'movement', 'sprinting', 'walk']"
 A couch is for furniture. A couch isn't for , A couch is for ,"['furniture', 'sleeping', 'comfort', 'sex', 'relaxing', 'furnishing']"
 A game is for entertainment. A game isn't for , A game is for ,"['entertainment', 'winning', 'observing', 'participating', 'playinh', 'amusement', 'fun', 'learning']"
 A freeway is for cars. A freeway isn't for , A freeway is for ,"['cars', 'transportation', 'driving', 'speeding', 'travel', 'free']"
 Oil is typically in lubricate. Oil isn't typically in , Oil is typically in ,"['lubricate', 'trucks', 'cars', 'oiling']"
 A wetsuit is for scuba. A wetsuit isn't for , A wetsuit is for ,['scuba']
 A bat is for fun. A bat isn't for , A bat is for ,"['fun', 'swinging', 'baseball']"
 A revolver is for police displaying. A revolver isn't for police , A revolver is for police ,"['displaying', 'firing', 'security', 'robbery', 'protection']"
 A reception is for eating. A reception isn't for , A reception is for ,"['eating', 'waiting']"
 Poet has rhyming. Poet doesn't have , Poet has ,['rhyming']
 A cafe is for dinner. A cafe isn't for , A cafe is for ,"['dinner', 'lunch', 'chat', 'relaxing', 'eating']"
 A canoe is for fishing. A canoe isn't for , A canoe is for ,"['fishing', 'boating', 'paddling', 'fun', 'recreation']"
 A stool is for Resting. A stool isn't for , A stool is for ,"['Resting', 'milking', 'climbing', 'Working', 'Support']"
 Street is a type of transportation. Street isn't a type of , Street is a type of ,"['transportation', 'walking', 'automobiles', 'traveling', 'travel', 'driving']"
 Thread is for sewing. Thread isn't for , Thread is for ,['sewing']
 An apartment is for owning. An apartment isn't for , An apartment is for ,"['owning', 'shelter', 'renting', 'parties', 'enter']"
 A plain is for farmland. A plain isn't for , A plain is for ,"['farmland', 'farming']"
 A cloth is for wiping. A cloth isn't for , A cloth is for ,"['wiping', 'clothing', 'clothes', 'clothe', 'dusting', 'washing', 'polish', 'bedding', 'clean', 'patch']"
 A leader is for followers. A leader isn't for , A leader is for ,"['followers', 'follow', 'leading', 'following', 'respecting']"
 Killing is for war. Killing isn't for , Killing is for ,"['war', 'murdering', 'revenge', 'animals', 'criminals', 'justice', 'psychopaths', 'murderers', 'duty', 'fun', 'contract', 'eating', 'maniacs', 'harm']"
 A pet is for petting. A pet isn't for , A pet is for ,"['petting', 'companionship']"
 Doctor is healing. Doctor isn't , Doctor is ,"['healing', 'diagnose', 'heal']"
 A fireplace is for fires. A fireplace isn't for , A fireplace is for ,"['fires', 'decoration', 'warmth']"
 Listening is for helping. Listening isn't for , Listening is for ,"['helping', 'lovers', 'input', 'eavesdropping', 'knowing', 'communicating', 'learning', 'understanding']"
 A cottage is for vacation. A cottage isn't for , A cottage is for ,"['vacation', 'living', 'housing']"
 A coil is for hose. A coil isn't for , A coil is for ,"['hose', 'hair', 'rope', 'snakes', 'wire']"
 A tennis ball is for bouncing. A tennisn't ball isn't for , A tennis ball is for ,"['bouncing', 'throwing', 'bowling', 'tennis', 'roll', 'bounce', 'catching', 'kicking', 'bearing', 'inflating', 'bearings', 'rolling', 'hitting', 'play']"
 An island is for a Gilligan. An island isn't for a , An island is for a ,"['Gilligan', 'relax', 'isolation', 'vacations', 'swin', 'inhabit', 'swim', 'vacation', 'fish', 'hide', 'recreation']"
 Playing is for socialising. Playing isn't for , Playing is for ,"['socialising', 'squirrels', 'gamers', 'pleasure', 'enjoyment', 'relaxation', 'excercise', 'everyone', 'competing', 'excersize', 'children', 'relaxing', 'exercise', 'fun', 'teaching', 'learning', 'recreation']"
 A college is for PHDs. A college isn't for , A college is for ,"['PHDs', 'teaching', 'learning']"
 A bench is for legislating. A bench isn't for , A bench is for ,"['legislating', 'sleeping', 'seat', 'resting']"
