word,prompt,opposite_sent,relation,completion
 tickling, [MASK] is for a laughs. [MASK] isn't for a, Tickling is for a [MASK]., UsedFor,"['laughs', 'elmo', 'fun', 'flirting', 'humor', 'play']"
 head, [MASK] has hats. [MASK] doesn't have, Head has [MASK]., UsedFor,"['hats', 'head-butting', 'thinking', 'beginning', 'think']"
 moon, the [MASK] is for exploration. the [MASK] isn't for, The Moon is for [MASK]., UsedFor,"['exploration', 'romance', 'eclipsing', 'tides', 'observation', 'mystery']"
 container, a [MASK] is for washing. a [MASK] isn't for, A container is for [MASK]., UsedFor,"['washing', 'organization', 'containing']"
 diving, [MASK] is for working. [MASK] isn't for, Diving is for [MASK]., UsedFor,"['working', 'exploration', 'pearls', 'pleasure', 'cover', 'relaxation', 'divers', 'exercise', 'fun', 'investigating', 'recreation', 'competition']"
 skating, [MASK] is for entertainment. [MASK] isn't for, Skating is for [MASK]., UsedFor,"['entertainment', 'pleasure', 'relaxation', 'enjoyment', 'hockey', 'exercise', 'fun']"
 cash, [MASK] is for hoarding. [MASK] isn't for, Cash is for [MASK]., UsedFor,"['hoarding', 'flaunting', 'impress', 'shopping']"
 fencing, [MASK] is for entertainment. [MASK] isn't for, Fencing is for [MASK]., UsedFor,"['entertainment', 'defense', 'competiton', 'exercise', 'fun', 'competition']"
 council, [MASK] is a decide. [MASK] isn't a, Council is a [MASK]., UsedFor,"['decide', 'judgement', 'talking']"
 election, an [MASK] is for choosing. an [MASK] isn't for, An election is for [MASK]., UsedFor,['choosing']
 candles, [MASK] are for atmosphere. [MASK] aren't for, Candles are for [MASK]., UsedFor,['atmosphere']
 boat, a [MASK] is for recreation. a [MASK] isn't for, A boat is for [MASK]., UsedFor,"['recreation', 'fishing', 'capsize', 'skiing', 'traveling', 'travel', 'watersports', 'sailing', 'travelling', 'floating', 'rowing', 'transport', 'launching', 'fishermen']"
 ear, an [MASK] is for [MASK]ing. an [MASK] isn't for, An ear is for [MASK]., UsedFor,"['earing', 'hearning', 'adornment']"
 egg, an [MASK] is for throwing. an [MASK] isn't for, An egg is for [MASK]., UsedFor,"['throwing', 'food', 'nurturing', 'scrambling', 'breed', 'cooking']"
 sidewalk, a [MASK] is for surfing. a [MASK] isn't for, A sidewalk is for [MASK]., UsedFor,"['surfing', 'pedestrians', 'rollerblade']"
 drum, a snare [MASK] is for [MASK]. a snare [MASK] isn't for, A snare drum is for [MASK]., UsedFor,"['drum', 'music', 'beat', 'banging', 'rhythm', 'hitting']"
 firebomb, a [MASK] is for destuction. a [MASK] isn't for, A firebomb is for [MASK]., UsedFor,['destuction']
 garden, a [MASK] is for a relaxation. a [MASK] isn't for a, A garden is for a [MASK]., UsedFor,"['relaxation', 'decoration', 'relax']"
 kite, a [MASK] is for fun. a [MASK] isn't for, A kite is for [MASK]., UsedFor,"['fun', 'entertainment', 'Playing', 'flying']"
 bus, a [MASK] is a form of mass transportation. a [MASK] isn't a form of mass, A bus is a form of mass [MASK]., UsedFor,"['transportation', 'trip', 'transporation', 'traveling', 'travel', 'transport']"
 border, a [MASK] is for seperation. a [MASK] isn't for, A border is for [MASK]., UsedFor,"['seperation', 'accent']"
 feather, a [MASK] is for decoration. a [MASK] isn't for, A feather is for [MASK]., UsedFor,"['decoration', 'flight']"
 clock, [MASK] is a kind of wall [MASK]. [MASK] isn't a kind of wall, Clock is a kind of wall [MASK]., UsedFor,"['clock', 'decoration', 'people']"
 bookshelf, a [MASK] is for bookends. a [MASK] isn't for, A bookshelf is for [MASK]., UsedFor,"['bookends', 'books', 'photographs', 'mementos', 'plants']"
 swimming, [MASK] is for fun. [MASK] isn't for, Swimming is for [MASK]., UsedFor,"['Fun', 'pleasure', 'enjoyment', 'exersize', 'relaxation', 'fish', 'exercise', 'competition', 'recreation']"
 both, smoke and soot are [MASK] gray or black in color. smoke and soot aren't [MASK] gray or black in, Smoke and soot are both gray or black in [MASK]., UsedFor,['color']
 wings, a [MASK] is for furling. a [MASK] isn't for, A wings is for [MASK]., UsedFor,"['furling', 'glide', 'soaring', 'fly', 'flapping', 'flying', 'eating']"
 storm, a [MASK] is for rain. a [MASK] isn't for, A storm is for [MASK]., UsedFor,"['rain', 'raining', 'flooding', 'thundering']"
 minister, a [MASK] is for the guidance. a [MASK] isn't for the, A minister is for the [MASK]., UsedFor,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
 earring, an [MASK] is for vanity. an [MASK] isn't for, An earring is for [MASK]., UsedFor,"['vanity', 'decoration', 'adornment']"
 diamond, a [MASK] is for a ever. a [MASK] isn't for a, A diamond is for a [MASK]., UsedFor,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 trumpet, a [MASK] is for fanfare. a [MASK] isn't for, A trumpet is for [MASK]., UsedFor,['fanfare']
 cotton, [MASK] is for threading. [MASK] isn't for, Cotton is for [MASK]., UsedFor,"['threading', 'thread', 'clothing', 'cotton-balls', 'sewing', 'bedding', 'Q-tips']"
 spa, a person travels to a [MASK] to relax. a person doesn't travel to a [MASK] to, A person travels to a spa to [MASK]., UsedFor,"['relax', 'recreating', 'relaxing']"
 hiking, [MASK] is for excercize. [MASK] isn't for, Hiking is for [MASK]., UsedFor,"['excercize', 'campers', 'exercise', 'fun', 'adventure', 'health']"
 highway, a [MASK] is for cars. a [MASK] isn't for, A highway is for [MASK]., UsedFor,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
 coil, [MASK] is a type of circle hose. [MASK] isn't a type of circle, Coil is a type of circle [MASK]., UsedFor,"['hose', 'hair', 'rope', 'snakes', 'wire']"
 scale, a [MASK] is for measure. a [MASK] isn't for, A scale is for [MASK]., UsedFor,"['measure', 'balancing', 'weighing', 'ranking', 'fish']"
 minister, a [MASK] is for guidance. a [MASK] isn't for, A minister is for [MASK]., UsedFor,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
 diamond, a [MASK] is for ever. a [MASK] isn't for, A diamond is for [MASK]., UsedFor,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 bay, a [MASK] is for watching. a [MASK] isn't for, A bay is for [MASK]., UsedFor,"['watching', 'fishing', 'boating', 'swimming', 'sailing', 'polluting']"
 lips, [MASK] is for licking. [MASK] isn't for, Lips is for [MASK]., UsedFor,"['licking', 'speaking', 'Tasting', 'speak', 'flapping', 'communicate', 'Smoking']"
 church, a [MASK] is for learn. a [MASK] isn't for, A church is for [MASK]., UsedFor,"['learn', 'praying', 'serve', 'christenings', 'worship', 'weddings', 'funerals', 'preaching', 'sing', 'practice', 'prayer']"
 terrace, a [MASK] is for farming. a [MASK] isn't for, A terrace is for [MASK]., UsedFor,"['farming', 'barbeque', 'decoration']"
 stylus, a [MASK] is for palms. a [MASK] isn't for, A stylus is for [MASK]., UsedFor,"['palms', 'drawing', 'pointing', 'embossing', 'PDA']"
 wrestling, [MASK] is for sport. [MASK] isn't for, Wrestling is for [MASK]., UsedFor,"['sport', 'entertainment', 'pleasure', 'enjoyment', 'amusment', 'sumo', 'children', 'exercise', 'fun', 'play']"
 deoderant, [MASK] is for wearing. [MASK] isn't for, Deoderant is for [MASK]., UsedFor,['wearing']
 marijuana, smoking [MASK] is for pleasure. smoking [MASK] isn't for, Smoking Marijuana is for [MASK]., UsedFor,"['pleasure', 'fun', 'entertainment']"
 mast, a [MASK] is for sail. a [MASK] isn't for, A mast is for [MASK]., UsedFor,"['sail', 'transmitting', 'climbing', 'sailing', 'yatchs']"
 captain, [MASK] is a type of leadership. [MASK] isn't a type of, Captain is a type of [MASK]., UsedFor,"['leadership', 'sailing']"
 soundstage, a [MASK] is for performing. a [MASK] isn't for, A soundstage is for [MASK]., UsedFor,"['performing', 'actors', 'recording', 'directors', 'cameramen']"
 house, a [MASK] is for decorating. a [MASK] isn't for, A house is for [MASK]., UsedFor,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
 john, a [MASK] is for urinating. a [MASK] isn't for, A john is for [MASK]., UsedFor,"['urinating', 'flushing', 'shitting', 'defecating', 'pee', 'pissing']"
 sponge, [MASK] is a type of cleaning. [MASK] isn't a type of, Sponge is a type of [MASK]., UsedFor,['cleaning']
 breathing, [MASK] is for oxygen. [MASK] isn't for, Breathing is for [MASK]., UsedFor,"['oxygen', 'life', 'survival', 'respiration', 'living', 'meditating', 'surviving']"
 song, a [MASK] is for sing. a [MASK] isn't for, A song is for [MASK]., UsedFor,"['sing', 'entertainment', 'entertain', 'romance']"
 communicating, [MASK] is for talking. [MASK] isn't for, Communicating is for [MASK]., UsedFor,"['talking', 'negotiation', 'education', 'conversation', 'Socialising', 'writing', 'understanding']"
 council, a [MASK] is for decide. a [MASK] isn't for, A council is for [MASK]., UsedFor,"['decide', 'judgement', 'talking']"
 motherboard, a [MASK] is for electronics. a [MASK] isn't for, A motherboard is for [MASK]., UsedFor,"['electronics', 'computers']"
 cloud, [MASK] has sleet. [MASK] doesn't have, Cloud has [MASK]., UsedFor,"['sleet', 'thunder', 'rain', 'oscure', 'snow', 'weather', 'hail', 'dreaming', 'shade']"
 bean, a [MASK] is for grow. a [MASK] isn't for, A bean is for [MASK]., UsedFor,"['grow', 'growing', 'cooking', 'eating', 'nutrition', 'planting']"
 living, [MASK] is for loving. [MASK] isn't for, Living is for [MASK]., UsedFor,"['loving', 'enjoyment', 'existing', 'eating', 'enjoying']"
 bicycle, a [MASK] is for transportation. a [MASK] isn't for, A bicycle is for [MASK]., UsedFor,"['transportation', 'welding', 'rush', 'entertainment', 'ride', 'excersize', 'riding', 'traveling', 'Racing', 'dismantling']"
 needle, a [MASK] is for stitching. a [MASK] isn't for, A needle is for [MASK]., UsedFor,"['stitching', 'repair', 'sewing', 'sew', 'injections', 'embroider', 'embroidery']"
 finger, [MASK] is counting. [MASK] isn't, Finger is [MASK]., UsedFor,"['counting', 'typing', 'tickle', 'pointing', 'point', 'smear', 'warn']"
 house, situation: he wore his sweatpants around the [MASK] for decorating. situation: he didn't wear his sweatpants around the [MASK] for, Situation: He wore his sweatpants around the house for [MASK]., UsedFor,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
 smoking, [MASK] is for habit. [MASK] isn't for, Smoking is for [MASK]., UsedFor,"['habit', 'losers', 'ham', 'conversation', 'relaxation', 'contaminate', 'relaxing', 'chimneys']"
 contemplating, [MASK] is for cognition. [MASK] isn't for, Contemplating is for [MASK]., UsedFor,"['cognition', 'introspection', 'analysis', 'thinking', 'reflecting']"
 backyard, a [MASK] is for playing. a [MASK] isn't for, A backyard is for [MASK]., UsedFor,['playing']
 highway, a national interstate [MASK] is for easy cars. a national interstate [MASK] isn't for easy, A national interstate highway is for easy [MASK]., UsedFor,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
 wheel, a [MASK] is for steering. a [MASK] isn't for, A wheel is for [MASK]., UsedFor,"['steering', 'tires', 'machinery', 'turning', 'turn', 'rolling']"
 banjo, a [MASK] is for holding. a [MASK] isn't for, A banjo is for [MASK]., UsedFor,"['holding', 'music', 'tuning', 'playing', 'strumming', 'selling']"
 gold, [MASK] is for jewellry. [MASK] isn't for, Gold is for [MASK]., UsedFor,"['jewellry', 'jewelry', 'decoration', 'CPU']"
 ecology, [MASK] is for environmentalists.. [MASK] isn't for, Ecology is for [MASK]., UsedFor,['environmentalists.']
 fiddle, a [MASK] is for bowing. a [MASK] isn't for, A fiddle is for [MASK]., UsedFor,"['bowing', 'entertaining', 'plucking', 'dances']"
 animal, an [MASK] is for petting. an [MASK] isn't for, An animal is for [MASK]., UsedFor,"['petting', 'companionship', 'food', 'race', 'fur', 'beastiality']"
 harmonica, a [MASK] is for entertainment. a [MASK] isn't for, A harmonica is for [MASK]., UsedFor,"['entertainment', 'relaxation', 'celebrate', 'humming', 'humor']"
 towel, a [MASK] is for wiping. a [MASK] isn't for, A towel is for [MASK]., UsedFor,"['wiping', 'modesty', 'cleaning']"
 witch, a [MASK] is for burning. a [MASK] isn't for, A witch is for [MASK]., UsedFor,['burning']
 auditorium, [MASK] is about the same size as and lectures. [MASK] isn't about the same size as and, Auditorium is about the same size as and [MASK]., UsedFor,"['lectures', 'performing', 'sing', 'performances']"
 linen, a [MASK] is for material. a [MASK] isn't for, A linen is for [MASK]., UsedFor,"['material', 'wearing', 'drying', 'washing', 'comfort']"
 skyscraper, a [MASK] is for residences. a [MASK] isn't for, A skyscraper is for [MASK]., UsedFor,"['residences', 'cities', 'elevators', 'shops']"
 home, [MASK] is person relax. [MASK] isn't person, Home is person [MASK]., UsedFor,"['relax', 'shelter', 'sleep', 'living', 'dwelling']"
 refuse, [MASK] is for recycling. [MASK] isn't for, Refuse is for [MASK]., UsedFor,"['recycling', 'speak', 'landfills', 'burning']"
 computer, game is a type of [MASK] working. game isn't a type of [MASK], Game is a type of computer [MASK]., UsedFor,"['working', 'communication', 'entertainment', 'cybernate', '...play', 'computing', 'compute', 'process', 'solving', 'automation', 'calculations', 'calculating', 'calculate', 'arithmetic', 'work', 'writing', 'homework', '...learn']"
 stranger, a [MASK] is for greeting. a [MASK] isn't for, A stranger is for [MASK]., UsedFor,"['greeting', 'avoiding', 'fear', 'meeting']"
 hammer, a [MASK] is for [MASK]. a [MASK] isn't for, A hammer is for [MASK]., UsedFor,"['hammer', 'pound', 'strike', '...hit', 'Building', 'smiting']"
 island, an [MASK] is for gilligan. an [MASK] isn't for, An island is for [MASK]., UsedFor,"['Gilligan', 'relax', 'isolation', 'vacations', 'swin', 'inhabit', 'swim', 'vacation', 'fish', 'hide', 'recreation']"
 intestine, [MASK] is for digestion. [MASK] isn't for, Intestine is for [MASK]., UsedFor,['digestion']
 cheque, a [MASK] is for pay. a [MASK] isn't for, A cheque is for [MASK]., UsedFor,"['pay', 'repayment', 'shopping', 'bills']"
 bill, a [MASK] is for notification. a [MASK] isn't for, A bill is for [MASK]., UsedFor,"['notification', 'communicating']"
 shopping, [MASK] is for fun. [MASK] isn't for, Shopping is for [MASK]., UsedFor,"['fun', 'economics']"
 meat, [MASK] is for meals. [MASK] isn't for, Meat is for [MASK]., UsedFor,"['meals', 'food', 'clothing', 'marinating', 'buying', 'nourishment', 'fuel', 'protein', 'eat', 'butchering', 'sale', 'eating']"
 resting, [MASK] is for regrouping. [MASK] isn't for, Resting is for [MASK]., UsedFor,"['regrouping', 'dreams', 'sleeping', 'peace', 'dreaming', 'relaxation', 'thinking', 'recuperating', 'refreshment', 'relaxing', 'rejuvenation', 'stopping', 'rejuvination']"
 sex, [MASK] is for pleasure. [MASK] isn't for, Sex is for [MASK]., UsedFor,"['pleasure', 'procreation', 'recreation', 'procresation']"
 box, a [MASK] is for packing. a [MASK] isn't for, A box is for [MASK]., UsedFor,"['packing', 'storage', 'hold', 'packaging', 'pretending', 'accommodate', 'stacking', 'presents', 'seat']"
 hair, a [MASK] clip is for brushing. a [MASK] clip isn't for, A hair clip is for [MASK]., UsedFor,"['brushing', 'fur', 'cutting', 'wigs', 'shampooing', 'decoration', 'warmth', 'washing', 'braiding', 'combing']"
 pit, [MASK] is a type of animal trap. [MASK] isn't a type of animal, Pit is a type of animal [MASK]., UsedFor,"['trap', 'fighting']"
 role, a [MASK] is for a playing. a [MASK] isn't for a, A role is for a [MASK]., UsedFor,"['playing', 'act']"
 twitter, [MASK] is for communication. [MASK] isn't for, Twitter is for [MASK]., UsedFor,['communication']
 fax, a [MASK] is for communicating. a [MASK] isn't for, A fax is for [MASK]., UsedFor,['communicating']
 penny, a [MASK] is for paying. a [MASK] isn't for, A penny is for [MASK]., UsedFor,"['paying', 'luck', 'saving', 'collecting', 'spending']"
 ticket, a [MASK] is for speeding. a [MASK] isn't for, A ticket is for [MASK]., UsedFor,"['Speeding', 'enterance', 'documentation', 'inventory']"
 vessel, a [MASK] is for shipping. a [MASK] isn't for, A vessel is for [MASK]., UsedFor,"['shipping', 'navigate', 'moving', 'float', 'piloting']"
 university, a [MASK] is for learn. a [MASK] isn't for, A university is for [MASK]., UsedFor,"['learn', 'study', 'degree', 'research', 'cooperation', 'teaching', 'learning']"
 foot, a [MASK] is for jogging. a [MASK] isn't for, A foot is for [MASK]., UsedFor,"['jogging', 'measuring', 'walking', 'running', 'standing', 'kicking', 'dancing', 'wlaking', 'movement', 'sprinting', 'walk']"
 couch, a [MASK] is for furniture. a [MASK] isn't for, A couch is for [MASK]., UsedFor,"['furniture', 'sleeping', 'comfort', 'sex', 'relaxing', 'furnishing']"
 game, a [MASK] is for entertainment. a [MASK] isn't for, A game is for [MASK]., UsedFor,"['entertainment', 'winning', 'observing', 'participating', 'playinh', 'amusement', 'fun', 'learning']"
 freeway, a [MASK] is for cars. a [MASK] isn't for, A freeway is for [MASK]., UsedFor,"['cars', 'transportation', 'driving', 'speeding', 'travel', 'free']"
 oil, [MASK] is typically in lubricate. [MASK] isn't typically in, Oil is typically in [MASK]., UsedFor,"['lubricate', 'trucks', 'cars', 'oiling']"
 wetsuit, a [MASK] is for scuba. a [MASK] isn't for, A wetsuit is for [MASK]., UsedFor,['scuba']
 bat, a [MASK] is for fun. a [MASK] isn't for, A bat is for [MASK]., UsedFor,"['fun', 'swinging', 'baseball']"
