word,prompt,opposite_sent,relation,completion
 call, Call is a type of communication. Call isn't a type of, Call is a type of, UsedFor,"['communication', 'contact', 'communicating', 'communicate']"
 theatre, A theatre is for war. A theatre isn't for, A theatre is for, UsedFor,"['war', 'movies', 'demonstration', 'events', 'audiences', 'performances', 'conferences', 'plays']"
 baritone, A baritone is for singing. A baritone isn't for, A baritone is for, UsedFor,"['singing', 'Blowing', 'music', 'Saxing']"
 kissing, Kissing is for Fun. Kissing isn't for, Kissing is for, UsedFor,"['Fun', 'love', 'soothing', 'lovers', 'affection', 'adults', 'foreplay', 'symbolism', 'bonding', 'friendship', 'closeness', 'kinship']"
 wing, A wing is for aerodynamics. A wing isn't for, A wing is for, UsedFor,"['aerodynamics', 'raise', 'fly', 'flapping', 'airplanes', 'flying', 'flight', 'birds', 'aircraft']"
 roadway, A roadway is for traveling. A roadway isn't for, A roadway is for, UsedFor,"['traveling', 'cars', 'cyclists', 'motorbikes']"
 learning, Learning is for interest. Learning isn't for, Learning is for, UsedFor,"['interest', 'education', 'maturing', 'preparation', 'everyone', 'improving', 'survival', 'money', 'knowing', 'advancing', 'fun', 'growing', 'dogs']"
 bathroom, A bathroom is for pooping. A bathroom isn't for, A bathroom is for, UsedFor,"['pooping', 'shaving', 'peeing', 'grooming', 'washing', 'primping', 'oblutions']"
 jewelry, Jewelry is for wearing. Jewelry isn't for, Jewelry is for, UsedFor,"['wearing', 'decoration', 'status', 'adornment']"
 caliper, A caliper is for measuring. A caliper isn't for, A caliper is for, UsedFor,['measuring']
 rule, A rule is for consistency. A rule isn't for, A rule is for, UsedFor,"['consistency', 'ruling', 'understanding']"
 bishop, A bishop is for chess. A bishop isn't for, A bishop is for, UsedFor,"['chess', 'religion', 'kill']"
 socialising, Socialising is for friends. Socialising isn't for, Socialising is for, UsedFor,"['friends', 'schmoozing', 'parties', 'networking', 'friendship', 'fun']"
 mall, A mall is for eating. A mall isn't for, A mall is for, UsedFor,"['eating', 'shop', 'walking', 'shopping']"
 seat, A seat is for relax. A seat isn't for, A seat is for, UsedFor,"['relax', 'waiting', 'reclining', 'comfort', 'relaxing', 'resting']"
 train, A train is for riding. A train isn't for, A train is for, UsedFor,['riding']
 loft, A loft is for sleeping. A loft isn't for, A loft is for, UsedFor,['sleeping']
 bureau, A bureau is for drawers. A bureau isn't for, A bureau is for, UsedFor,"['drawers', 'storage', 'clothing', 'sachets', 'keepsakes']"
 cube, A cube is for play. A cube isn't for, A cube is for, UsedFor,['play']
 barbecue, A barbecue is for a summertime. A barbecue isn't for a, A barbecue is for a, UsedFor,"['summertime', 'dinner', 'cooks', 'cook', 'families']"
 skiing, Skiing is a type of sport. Skiing isn't a type of, Skiing is a type of, UsedFor,"['sport', 'thrills', 'entertainment', 'pleasure', 'enjoyment', 'excitement', 'exersize', 'relaxation', 'winter', 'exercise', 'fun', 'competition', 'recreation']"
 tile, A tile is for flooring. A tile isn't for, A tile is for, UsedFor,"['flooring', 'art', 'decoration', 'build']"
 gold, A gold is for jewellry. A gold isn't for, A gold is for, UsedFor,"['jewellry', 'jewelry', 'decoration', 'CPU']"
 boulevard, A boulevard is for travel. A boulevard isn't for, A boulevard is for, UsedFor,"['travel', 'walk', 'strolling', 'traffic']"
 restaurant, A restaurant is for dinner. A restaurant isn't for, A restaurant is for, UsedFor,"['dinner', 'dining', 'drinking', 'eat', 'relaxing', 'eating', 'socializing', 'guests', 'partying']"
 necklace, A necklace is for decoration. A necklace isn't for, A necklace is for, UsedFor,"['decoration', 'show', 'decorate', 'choke', 'jewelry', 'gifts', 'vanity', 'adornment']"
 bread, Bread is for tearing. Bread isn't for, Bread is for, UsedFor,"['tearing', 'sandwiches', 'pudding', 'buttering', 'Toasting', 'eating', 'nutrition', 'consumption', 'baking']"
 brother, A brother is for loving. A brother isn't for, A brother is for, UsedFor,"['loving', 'pestering', 'friendship']"
 courthouse, A courthouse is for judges. A courthouse isn't for, A courthouse is for, UsedFor,['judges']
 sign, Sign is a type of display. Sign isn't a type of, Sign is a type of, UsedFor,"['display', 'identification', 'orientation', 'advertisments', 'direction', 'advertising', 'directions']"
 piano, A piano is for entertainment. A piano isn't for, A piano is for, UsedFor,"['entertainment', 'listening', 'music', 'decoration', 'playing', 'teaching']"
 kitchenette, A kitchenette is for cooking. A kitchenette isn't for, A kitchenette is for, UsedFor,"['cooking', 'cook']"
 gas, Gas is for balloons. Gas isn't for, Gas is for, UsedFor,"['balloons', 'light', 'heat', 'burning', 'fuel', 'farting', 'cooking', 'exploding', 'burping', 'heating']"
 leather, A leather is for shoes. A leather isn't for, A leather is for, UsedFor,"['shoes', 'belts', 'whips', 'tanning']"
 cymbal, A cymbal is for banging. A cymbal isn't for, A cymbal is for, UsedFor,"['banging', 'percussion']"
 party, A party is for dancing. A party isn't for, A party is for, UsedFor,"['dancing', 'reunions', 'politics', 'relaxing', 'celebration', 'recreation']"
 eye, Eye has viewing. Eye doesn't have, Eye has, UsedFor,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
 nose, A nose is for breathe. A nose isn't for, A nose is for, UsedFor,"['breathe', 'breathing', 'picking', 'breaking', 'piercing']"
 mayor, A mayor is for leadership. A mayor isn't for, A mayor is for, UsedFor,"['leadership', 'direction', 'govern', 'help', 'council']"
 bowl, A bowl is for apples. A bowl isn't for, A bowl is for, UsedFor,"['apples', 'serve', 'cereal', 'hold', 'grapes', 'Wheaties', 'Sugar', 'soup']"
 diamond, A diamond is for an ever. A diamond isn't for an, A diamond is for an, UsedFor,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 mill, A mill is for pulverizing. A mill isn't for, A mill is for, UsedFor,"['pulverizing', 'crunch', 'crush', 'mill', 'dispensing', 'grinding', 'shaping', 'flour', 'crushing']"
 surveillance, Surveillance is for blackmailing. Surveillance isn't for, Surveillance is for, UsedFor,['blackmailing']
 field, A field is for ploughing. A field isn't for, A field is for, UsedFor,"['ploughing', 'walking']"
 cake, A cake is for mixing. A cake isn't for, A cake is for, UsedFor,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
 skylight, A skylight is for the lighting. A skylight isn't for the, A skylight is for the, UsedFor,['lighting']
 piccolo, A piccolo is for playing. A piccolo isn't for, A piccolo is for, UsedFor,['playing']
 landmark, A landmark is for viewing. A landmark isn't for, A landmark is for, UsedFor,"['viewing', 'noticing', 'learn', 'orientation', 'navigate', 'visiting', 'admiring']"
 voyage, A voyage is for travel. A voyage isn't for, A voyage is for, UsedFor,['travel']
 tablecloth, A tablecloth is for decoration. A tablecloth isn't for, A tablecloth is for, UsedFor,['decoration']
 solicitor, A solicitor is for conveyancing. A solicitor isn't for, A solicitor is for, UsedFor,"['conveyancing', 'litigation']"
 reading, Reading is for enlightenment. Reading isn't for, Reading is for, UsedFor,"['enlightenment', 'entertainment', 'pleasure', 'education', 'enjoyment', 'relaxation', 'research', 'studying', 'knowing', 'fun', 'acculturation', 'understanding']"
 tweed, Tweed is for trousers. Tweed isn't for, Tweed is for, UsedFor,"['trousers', 'hats', 'loosers']"
 space, A space is for storage. A space isn't for, A space is for, UsedFor,"['storage', 'seperation', 'occupying', 'filling', 'parking']"
 apple, An apple is for dessert. An apple isn't for, An apple is for, UsedFor,"['dessert', 'computing', 'eating', 'munching', 'pie']"
 trix, Trix is for kids. Trix isn't for, Trix is for, UsedFor,['kids']
 corn, Crop is corn growing. Crop isn't corn, Crop is corn, UsedFor,"['growing', 'eating', 'nutrition', 'planting', 'baking']"
 trunk, A trunk is for storage. A trunk isn't for, A trunk is for, UsedFor,"['storage', 'support']"
 dancing, Dancing is for Fun. Dancing isn't for, Dancing is for, UsedFor,"['Fun', 'performing', 'entertainment', 'people', 'pleasure', 'performance', 'ballerinas', 'exercise', 'celebration', 'flirting', 'socializing']"
 scenery, Scenery is for watch. Scenery isn't for, Scenery is for, UsedFor,"['watch', 'relax', 'enjoying']"
 cake, A cake is for a mixing. A cake isn't for a, A cake is for a, UsedFor,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
 silk, Silk is for boxers. Silk isn't for, Silk is for, UsedFor,"['boxers', 'clothing', 'bedsheets', 'shirts', 'nighties', 'slips', 'fingernails']"
 literature, Literature is for read. Literature isn't for, Literature is for, UsedFor,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
 marijuana, Marijuana is for pleasure. Marijuana isn't for, Marijuana is for, UsedFor,"['pleasure', 'fun', 'entertainment']"
 spoon, Spoon is for Drinking. Spoon isn't for, Spoon is for, UsedFor,"['Drinking', 'flinging', 'eat', 'Eating']"
 voice, A voice is for communication. A voice isn't for, A voice is for, UsedFor,"['communication', 'shout', 'whispering', 'remembering', 'Talking', 'shouting', 'communicate', 'Singing', 'sing', 'Commmunicating', 'recording', 'humming', 'communicating']"
 metal, A metal is for casting. A metal isn't for, A metal is for, UsedFor,"['casting', 'machining', 'machinery', 'strength', 'melting']"
 literature, Literature is type read. Literature isn't type, Literature is type, UsedFor,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
 wheat, Bread is wheat harvesting. Bread isn't wheat, Bread is wheat, UsedFor,"['harvesting', 'food', 'flour', 'eating', 'cake']"
 yard, A yard is for Measuring. A yard isn't for, A yard is for, UsedFor,"['Measuring', 'playing', 'storage']"
 column, A column is for vehicles. A column isn't for, A column is for, UsedFor,"['vehicles', 'decoration', 'support']"
 runway, A runway is for airshows. A runway isn't for, A runway is for, UsedFor,['airshows']
 tooth, A tooth is for tearing. A tooth isn't for, A tooth is for, UsedFor,"['tearing', 'killing', 'frightening', 'straining', 'splitting', 'grinding', 'masticating', 'crushing', 'sawing', 'piercing', 'fillings', 'eating', 'ripping', 'griding', 'gripping', 'cavities']"
 cleaning, Cleaning is for sanitation. Cleaning isn't for, Cleaning is for, UsedFor,"['sanitation', 'cleanliness', 'tidiness', 'hygiene', 'organization']"
 sewing, Sewing is for fun. Sewing isn't for, Sewing is for, UsedFor,"['fun', 'mending']"
 shirt, A shirt is for dressing. A shirt isn't for, A shirt is for, UsedFor,"['dressing', 'wearing', 'uniformity', 'warmth', 'covering', 'advertisement']"
 barbecue, A barbecue is for summertime. A barbecue isn't for, A barbecue is for, UsedFor,"['summertime', 'dinner', 'cooks', 'cook', 'families']"
 minibar, A minibar is for dancing. A minibar isn't for, A minibar is for, UsedFor,"['dancing', 'drink', 'drinking', 'sliding', 'beer', 'fighting', 'partying']"
 fabric, Fabric is for rags. Fabric isn't for, Fabric is for, UsedFor,"['rags', 'Fibreglass', 'clothing', 'Curtains', 'sewing', 'upholstery', 'Sails']"
 dreaming, Dreaming is for enlightenment. Dreaming isn't for, Dreaming is for, UsedFor,"['enlightenment', 'predicting', 'yukon', 'fantasizing', 'fun', 'visualizing']"
 reading, Sometimes reading a book causes enlightenment. Sometimes don't reading a book causes, Sometimes reading a book causes, UsedFor,"['enlightenment', 'entertainment', 'pleasure', 'education', 'enjoyment', 'relaxation', 'research', 'studying', 'knowing', 'fun', 'acculturation', 'understanding']"
 stage, A stage is for plays. A stage isn't for, A stage is for, UsedFor,"['plays', 'bands', 'music', 'performances']"
 rock, A rock is for throwing. A rock isn't for, A rock is for, UsedFor,"['throwing', 'kicking', 'mining', 'decoration', 'gravel', 'hurling', 'hitting']"
 lip, A lip is for pleasure. A lip isn't for, A lip is for, UsedFor,"['pleasure', 'whistling', 'speak', 'suck', 'pouring', 'protect']"
 eye, Eye is a type of viewing. Eye isn't a type of, Eye is a type of, UsedFor,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
 singing, Singing is for entertainment. Singing isn't for, Singing is for, UsedFor,"['entertainment', 'celebrating', 'individuals', 'entertaining', 'enjoyment', 'lamenting', 'groups', 'birds', 'fun']"
 childhhood, Childhhood is for playing. Childhhood isn't for, Childhhood is for, UsedFor,['playing']
 rifle, A rifle is for war. A rifle isn't for, A rifle is for, UsedFor,"['war', 'killing', 'murder', 'shooting', 'hunting', 'hunt', 'protection']"
 text, A text is for explaining. A text isn't for, A text is for, UsedFor,"['explaining', 'study', 'reflection', 'analyzing', 'studying', 'stufying', 'teaching', 'learning']"
 sofa, A sofa is for relax. A sofa isn't for, A sofa is for, UsedFor,"['relax', 'people', 'sleeping', 'comfort', 'relaxing', 'fucking', 'lounging', 'seat']"
 revolver, A revolver is for displaying. A revolver isn't for, A revolver is for, UsedFor,"['displaying', 'firing', 'security', 'robbery', 'protection']"
 dustbin, A dustbin is for rubbish. A dustbin isn't for, A dustbin is for, UsedFor,"['rubbish', 'trash', 'garbage']"
 university, A university is where people learn. A university isn't where people, A university is where people, UsedFor,"['learn', 'study', 'degree', 'research', 'cooperation', 'teaching', 'learning']"
 lantern, A lantern is for illumination. A lantern isn't for, A lantern is for, UsedFor,"['illumination', 'light', 'decoration']"
 painting, Painting is for refurbishing. Painting isn't for, Painting is for, UsedFor,"['refurbishing', 'decorating', 'finishing', 'relaxing', 'Art', 'leisure', 'relaxation', 'pastime', 'growth', 'decoration', 'improving', 'artists', 'expression', 'aesthetics', 'recreation', 'tranquility']"
 noise, A noise is for warning. A noise isn't for, A noise is for, UsedFor,['warning']
 arena, An arena is for meeting. An arena isn't for, An arena is for, UsedFor,"['meeting', 'competitions', 'compete', 'concerts', 'fight', 'sports', 'competition', 'gatherings', 'fighting']"
 spirit, A spirit is for healing. A spirit isn't for, A spirit is for, UsedFor,"['healing', 'religion', 'guidence', 'Haunting', 'drinking', 'celebrate', 'breaking', 'comradship']"
 stone, Stone is a type of english weight. Stone isn't a type of english, Stone is a type of english, UsedFor,"['weight', 'throw', 'throwing', 'tossing']"
